retailer,manufacturer,product_name,category,price,url
techmatched,Buy,Buy Corsair Vengeance LPX 64GB 5600MHz White DDR5 Ram in Pakistan | TechMatched,ram,220000.0,https://techmatched.pk/product/buy-corsair-vengeance-lpx-64gb-ddr5-5600mhz-ram-in-pak-tm/
techmatched,Buy,Buy G.Skill Trident Z5 RGB 32GB DDR5 Black Ram in Pakistan | TechMatched,ram,125000.0,https://techmatched.pk/product/buy-g-skill-trident-z5-32gb-ram-in-pak-tm/
techmatched,Buy,Buy Apacer NOX RGB 32GB DDR5 Ram in Pakistan | TechMatched,ram,125000.0,https://techmatched.pk/product/buy-apacer-nox-rgb-32gb-ddr5-cl36-desktop-ram-in-pak-tm/
techmatched,Buy,Buy Transcend Single 5600MHz DDR5 Ram in Pakistan | TechMatched,ram,68000.0,https://techmatched.pk/product/buy-transcend-single-16gb-32gb-5600mhz-ddr5-ram-in-pak-tm/
techmatched,Buy,Buy G.Skill Ripjaws S5 32GB Kit Black Ram in Pakistan | TechMatched,ram,95000.0,https://techmatched.pk/product/buy-gskill-ripjaws-s5-32gb-ddr5-5200mhz-ram-in-pak-tm/
techmatched,Buy,Buy Lexar Single 16GB 5600MHz DDR5 Ram in Pakistan | TechMatched,ram,68000.0,https://techmatched.pk/product/buy-lexar-16gb-5600mhz-ddr5-ram-in-pak-tm/
techmatched,Buy,Buy HIKSEMI HIKER 8GB 3200Mhz DDR4 Ram in Pakistan | TechMatched,ram,15000.0,https://techmatched.pk/product/buy-hiksemi-hiker-8gb-ddr4-3200mhz-ram-in-pak-tm/
