retailer,manufacturer,product_name,category,price,url
techmatched,Buy,Buy Lexar EQ790 Gen4 NVMe SSD in Pakistan | TechMatched,nvme,55000.0,https://techmatched.pk/product/buy-lexar-eq790-gen4-nvme-ssd-in-pak-tm/
techmatched,Buy,Buy XPG Gammix S70 Blade 1TB NVMe SSD in Pakistan | TechMatched,nvme,51500.0,https://techmatched.pk/product/buy-xpg-gammix-s70-blade-1tb-nvme-pakistan/
techmatched,Buy,Buy Lexar NM610 Pro 1TB NVMe SSD in Pakistan | TechMatched,nvme,30000.0,https://techmatched.pk/product/buy-lexar-nm610-pro-1tb-nvme-ssd-in-pak-tm/
techmatched,Buy,Buy XPG GAMMIX S70 BLADE 512GB PCIe Gen4x4 M.2 2280 NVMe in Pakistan | TechMatched,nvme,32000.0,https://techmatched.pk/product/buy-xpg-gammix-s70-blade-512gb-gen4-nvme-tm/
